assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,3,89,100,0,1,123354,None,,0,0,-1,1,5.9,446,165,None,,1,2,0.0,0.0,0,Kortney,0.0,9,1,17.3,407,151,36,False,102.8,388,152,397,,2022-04-22T12:30:16.721971Z,44,0,0,None,0,,123354.jpg,2.9,0,0,Hause,0.2,False,None,a,2,7,64.0,339,116,20,40715,0,42999,0,0.0,4.5,Hause,0
0,0,4,0,0,0,148508,None,,0,0,-1,1,2.0,461,218,None,,0,3,0.0,0.0,0,Mahmoud Ahmed,0.0,1,0,1.4,498,217,37,False,1.8,510,222,10,Joined Istanbul Basaksehir on loan until the end of the season,2022-01-01T17:00:18.616625Z,54,0,0,None,0,,148508.jpg,1.0,0,0,Ibrahim Hassan,0.0,False,None,u,2,7,10.0,424,203,1,3656,0,4041,0,0.0,0.2,Trézéguet,0
4,12,596,100,100,11,149484,None,,0,0,0,0,130.9,263,75,None,,3,2,2.0,0.0,0,Tyrone,1.0,49,1,110.6,132,28,38,False,667.2,61,21,3188,,2021-12-27T01:30:11.125924Z,50,0,0,None,0,,149484.jpg,3.3,0,0,Mings,6.9,False,None,a,2,7,309.0,147,22,118,1115956,0,1243549,0,0.2,23.6,Mings,11
3,17,441,100,100,10,178301,None,,0,0,0,0,469.6,73,8,None,,1,4,3.7,4.0,5,Ollie,5.0,48,11,242.9,21,5,40,False,613.8,75,7,2950,,2022-05-10T23:30:11.642937Z,75,0,0,3,0,,178301.jpg,3.7,0,0,Watkins,9.1,False,None,a,2,7,1345.0,7,3,131,3499976,0,3056403,0,0.7,17.5,Watkins,7
0,0,124,100,100,2,184704,None,,0,0,-1,1,42.2,367,182,None,,0,3,0.0,0.0,0,Marvelous,1.0,20,0,18.3,405,180,41,False,139.2,363,151,899,,2021-12-13T15:00:10.417277Z,44,0,0,None,0,,184704.jpg,1.4,0,0,Nakamba,0.1,False,None,a,2,7,0.0,577,227,22,25124,0,32183,0,0.2,5.0,Nakamba,5
6,8,378,100,100,7,195546,None,,0,0,-4,4,660.5,29,20,None,,2,3,3.7,2.3,2,Emiliano,3.3,32,4,167.8,53,36,43,False,482.8,129,49,1887,,2022-02-10T01:00:14.690772Z,61,0,0,None,0,,195546.jpg,3.1,0,0,Buendía Stati,1.3,False,None,a,2,7,531.0,72,40,107,245664,0,553313,0,0.5,17.5,Buendía,1
3,11,623,100,100,13,199796,None,,0,0,3,-3,432.1,86,14,None,,3,2,2.2,2.7,7,Matthew,3.7,50,4,172.1,50,6,44,False,754.8,34,8,3377,,2021-10-18T09:00:15.283229Z,53,0,0,None,0,,199796.jpg,3.9,0,0,Cash,11.5,False,None,a,2,7,534.0,70,3,147,2025221,0,1193273,0,0.7,27.7,Cash,8
0,4,388,0,0,8,199798,None,,0,0,-1,1,56.5,347,121,None,,1,2,0.0,0.0,0,Ezri,0.3,43,2,73.4,239,75,45,False,428.2,161,66,2477,Knee injury - Expected back 04 Sep,2022-05-15T21:30:12.292308Z,49,0,0,None,0,,199798.jpg,2.7,2,0,Konsa Ngoyo,0.9,False,None,i,2,7,251.0,178,33,78,239492,0,263840,0,0.1,15.9,Konsa,4
0,0,0,0,0,0,203368,None,,0,0,0,0,0.0,629,240,None,,0,2,0.0,0.0,0,Frédéric,0.0,0,0,0.0,635,240,46,False,0.0,632,241,0,Joined Strasbourg on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.208512Z,45,0,0,None,0,,203368.jpg,0.0,0,0,Guilbert,0.0,False,None,u,2,7,0.0,613,239,0,449,0,2048,0,0.0,0.0,Guilbert,0
0,0,2,0,0,0,213345,None,,0,0,-1,1,0.5,485,66,None,,0,4,0.0,0.0,0,Wesley,0.0,0,0,0.0,722,92,47,False,0.0,722,92,1,Season-long loan to Club Brugge,2021-09-13T08:02:12.064717Z,54,0,0,None,0,,213345.jpg,1.0,0,0,Moraes,0.1,False,None,u,2,7,0.0,717,92,1,9629,0,27272,0,0.0,0.2,Wesley,0
0,0,0,0,0,0,217487,None,,0,0,0,0,0.0,727,95,None,,0,4,0.0,0.0,0,Mbwana Ally,0.0,0,0,0.0,729,95,48,False,0.0,729,95,0,Transferred to Fenerbahce,2021-07-11T07:37:45.166277Z,55,0,0,None,0,,217487.jpg,0.0,0,0,Samatta,0.0,False,None,u,2,7,0.0,726,95,0,0,0,71,0,0.0,0.0,Samatta,0
0,0,2,0,0,0,221239,None,,0,0,0,0,1.0,470,62,None,,0,4,0.0,0.0,0,Keinan,0.0,0,0,0.1,518,66,49,False,0.4,514,65,11,Joined Nottingham Forest on a season-long loan - Expected back 01 Jul,2022-01-03T09:00:17.242336Z,45,0,0,None,0,,221239.jpg,1.0,0,0,Davis,1.4,False,None,u,2,7,0.0,625,73,1,347758,0,424534,0,0.0,0.2,Davis,0
3,3,468,100,100,10,230046,2,,0,0,-2,2,547.9,48,34,2,,0,3,2.0,1.0,2,Douglas Luiz,2.0,38,2,125.1,101,61,50,False,503.2,123,45,2715,,2021-11-01T00:00:12.434721Z,43,0,0,None,0,,230046.jpg,2.6,0,0,Soares de Paulo,1.9,False,None,a,2,7,199.0,213,115,89,621406,0,553863,0,0.5,20.7,Douglas Luiz,7
1,9,402,100,100,12,232653,None,,0,0,2,-2,334.0,122,81,None,,3,3,0.3,0.7,2,Jacob,1.7,35,6,130.7,92,56,51,False,538.2,114,42,2465,,2022-05-06T10:30:11.083932Z,47,0,0,None,0,,232653.jpg,3.2,0,0,Ramsey,4.9,False,None,a,2,7,432.0,105,58,109,1608958,0,1224264,0,0.4,23.2,Ramsey,6
2,0,224,100,100,4,18892,None,,0,0,-3,3,201.9,197,48,5,,0,2,0.2,-0.7,1,Ashley,0.3,19,0,50.2,308,106,52,False,187.4,325,128,1234,,2021-12-17T14:30:13.768260Z,47,1,0,None,0,,18892.jpg,2.1,0,0,Young,0.5,False,None,a,2,7,113.0,288,86,50,77403,0,124937,0,0.1,10.6,Young,2
4,8,459,100,100,7,101188,3,,0,0,-5,5,772.7,16,4,4,,0,2,2.5,3.0,4,Lucas,4.0,42,0,151.6,64,8,168,False,538.8,113,42,2440,,2022-04-09T21:30:16.312456Z,50,1,0,None,0,,101188.jpg,2.9,0,0,Digne,5.9,False,None,a,2,7,202.0,209,49,83,1209188,0,2123002,0,0.8,16.6,Digne,6
6,12,344,100,100,10,84939,None,,0,0,-3,3,210.9,190,29,None,,1,4,2.5,0.3,1,Danny,1.3,26,7,140.3,78,19,337,False,448.6,152,14,1891,,2021-11-30T14:30:14.844783Z,77,0,0,2,0,,84939.jpg,3.5,0,0,Ings,9.3,False,None,a,2,7,749.0,41,15,106,1796002,0,3904674,0,0.2,13.8,Ings,4
3,1,98,100,25,2,215711,5,,0,0,-2,2,118.5,272,152,3,,0,3,-0.1,-0.2,0,Leon,0.0,13,1,53.2,300,134,492,False,143.2,360,149,750,,2022-04-30T18:30:21.295060Z,63,0,0,None,0,,215711.jpg,2.1,0,0,Bailey,0.4,False,None,a,2,7,271.0,168,95,37,82553,0,250477,0,0.0,5.9,Bailey,3
0,0,0,0,0,0,447715,None,,0,0,-1,1,0.0,604,235,None,,0,3,0.0,0.0,0,Aaron,0.0,0,0,0.0,614,234,496,False,0.0,610,232,0,Joined Cheltenham Town on loan until the end of the season - Expected back 01 Jul,2022-01-11T12:30:16.624831Z,44,0,0,None,0,,447715.jpg,0.0,0,0,Ramsey,0.2,False,None,u,2,7,0.0,583,232,0,25784,0,32131,0,0.0,0.0,Ramsey,0
0,0,0,0,0,0,481624,None,,0,0,0,0,0.0,716,299,None,,0,3,0.0,0.0,0,Jaden,0.0,0,0,0.0,717,298,497,False,0.0,717,298,4,Joined Stoke City on loan until the end of the season - Expected back 01 Jul,2022-01-21T13:30:20.197682Z,50,0,0,None,0,,481624.jpg,1.0,0,0,Philogene-Bidace,0.0,False,None,u,2,7,0.0,710,299,1,1105,0,2552,0,0.0,0.2,Philogene-Bidace,0
1,0,43,100,100,0,478912,None,,0,0,0,0,34.6,376,188,None,,0,3,-0.5,-0.7,0,Carney,0.3,6,0,14.9,416,184,526,False,44.0,434,186,291,,2022-03-04T15:00:14.904289Z,45,0,0,None,0,,478912.jpg,1.3,0,0,Chukwuemeka,0.1,False,None,a,2,7,69.0,330,169,16,8866,0,8807,0,0.1,3.6,Chukwuemeka,0
0,0,3,0,0,0,433979,None,,0,0,0,0,0.8,475,64,None,,0,4,0.0,0.0,0,Cameron,0.0,0,0,1.6,496,61,568,False,0.0,657,74,24,Joined Preston on loan until the end of the season - Expected back 01 Jul,2022-01-24T22:30:12.618160Z,45,0,0,None,0,,433979.jpg,1.0,0,0,Archer,0.8,False,None,u,2,7,18.0,408,57,3,271066,0,230443,0,0.0,0.7,Archer,0
0,0,0,None,None,0,248164,None,,0,0,0,0,0.0,546,43,None,,0,1,-1.0,-1.0,0,Viljami,0.0,0,0,0.0,563,63,596,False,0.0,558,63,0,,None,40,0,0,None,0,,248164.jpg,0.0,0,0,Sinisalo,0.1,False,None,a,2,7,0.0,513,28,0,10011,0,7221,0,0.0,0.0,Sinisalo,0
0,0,0,None,None,0,515597,None,,0,0,0,0,0.0,580,231,None,,0,2,-1.0,-1.0,0,Lamare,0.0,0,0,0.0,596,231,610,False,0.0,591,231,0,,None,40,0,0,None,0,,515597.jpg,0.0,0,0,Bogarde,0.1,False,None,a,2,7,0.0,548,225,0,11987,0,9663,0,0.0,0.0,Bogarde,0
0,0,17,None,None,1,490094,None,,0,0,0,0,2.0,460,217,None,,0,3,-0.5,-1.0,0,Tim,0.0,0,0,1.7,494,215,638,False,10.6,482,208,90,,None,45,0,0,None,0,,490094.jpg,1.3,0,0,Iroegbunam,0.0,False,None,a,2,7,4.0,442,213,4,679,0,442,0,0.0,0.9,Iroegbunam,1
0,0,0,0,0,0,462381,None,,0,0,0,0,0.0,562,47,None,,0,1,0.0,0.0,0,Filip,0.0,0,0,0.0,578,67,650,False,0.0,573,67,0,Season long loan to Marschall,2022-02-09T11:09:25.609893Z,40,0,0,None,0,,462381.jpg,0.0,0,0,Marschall,0.0,False,None,u,2,7,0.0,530,32,0,933,0,761,0,0.0,0.0,Marschall,0
0,0,0,None,None,0,536110,None,,0,0,0,0,0.0,582,232,None,,0,2,-1.0,-1.0,0,Josh,0.0,0,0,0.0,598,232,670,False,0.0,593,232,0,,None,40,0,0,None,0,,536110.jpg,0.0,0,0,Feeney,0.0,False,None,a,2,7,0.0,550,226,0,1025,0,689,0,0.0,0.0,Feeney,0
3,7,283,None,None,7,84583,4,,0,0,1,-1,349.3,117,79,1,,2,3,1.0,2.7,8,Philippe,3.7,17,5,115.7,120,72,681,False,360.8,206,79,1327,,None,71,0,0,None,0,,84583.jpg,4.4,0,0,Coutinho Correia,10.6,False,None,a,2,7,445.0,97,51,83,3249482,0,2323243,0,0.5,11.7,Coutinho,0
0,0,0,None,None,0,465390,None,,0,0,0,0,0.0,564,217,None,,0,2,-1.0,-1.0,0,Kaine,0.0,0,0,0.0,580,217,684,False,0.0,575,217,0,,None,40,0,0,None,0,,465390.jpg,0.0,0,0,Hayden,0.0,False,None,a,2,7,0.0,532,211,0,1503,0,976,0,0.0,0.0,Hayden,0
0,0,14,None,None,0,111782,None,,0,0,0,0,0.0,526,33,None,,0,1,-1.0,-0.7,1,Robin,0.3,3,0,1.9,490,40,691,False,18.8,469,40,90,,None,40,0,0,None,0,,111782.jpg,1.0,0,2,Olsen,0.0,False,None,a,2,7,0.0,493,18,1,3876,0,1896,0,0.1,0.2,Olsen,0
0,0,0,None,None,0,487835,None,,0,0,0,0,0.0,675,275,None,,0,3,-1.0,-1.0,0,Benjamin,0.0,0,0,0.0,678,273,703,False,0.0,677,272,0,,None,45,0,0,None,0,,487835.jpg,0.0,0,0,Chrisene,0.0,False,None,a,2,7,0.0,662,274,0,440,0,290,0,0.0,0.0,Chrisene,0
0,0,0,None,None,0,515599,None,,0,0,0,0,0.0,689,287,None,,0,3,-1.0,-1.0,0,Tommi,0.0,0,0,0.0,692,286,713,False,0.0,692,286,0,,None,45,0,0,None,0,,515599.jpg,0.0,0,0,O'Reilly,0.0,False,None,a,2,7,0.0,677,287,0,358,0,223,0,0.0,0.0,O'Reilly,0
4,13,616,100,100,8,61810,None,,0,0,0,0,67.2,327,107,None,,1,2,5.0,0.5,1,Pontus,1.0,56,3,133.0,85,14,76,False,782.0,26,5,3321,,2022-04-11T08:30:15.308412Z,45,0,0,None,0,,61810.jpg,3.3,0,0,Jansson,7.0,False,None,a,3,94,476.0,87,7,122,1557057,0,1107054,0,0.2,27.1,Jansson,7
4,5,502,100,100,8,128295,None,,0,0,0,0,409.8,94,68,None,,0,3,2.7,1.5,0,Christian,2.0,51,3,154.3,63,41,77,False,694.8,54,21,3054,,2022-04-23T22:00:12.502516Z,50,0,0,None,0,,128295.jpg,2.9,0,0,Nørgaard,0.6,False,None,a,3,94,434.0,103,56,101,212491,0,209171,0,0.4,20.2,Nørgaard,8
5,19,502,100,100,8,144485,None,,0,0,4,-4,573.6,45,4,None,,3,4,2.3,1.0,1,Ivan,1.5,47,12,260.7,14,3,78,False,717.8,46,3,2908,,2022-02-10T01:00:14.772875Z,69,0,0,1,0,,144485.jpg,4.2,0,0,Toney,18.8,False,None,a,3,94,1320.0,8,4,139,4035001,0,4651860,0,0.2,20.1,Toney,8
0,0,4,100,100,0,154138,None,,0,0,-4,4,4.8,450,211,None,,0,3,-0.5,-0.5,0,Tariqe,0.0,0,0,3.1,475,209,79,False,5.2,492,213,16,,2021-11-30T17:30:16.450591Z,51,0,0,None,0,,154138.jpg,1.0,0,0,Fosu-Henry,0.0,False,None,a,3,94,21.0,398,196,1,2458,0,9065,0,0.0,0.2,Fosu,0
0,5,496,100,100,8,154561,None,,0,0,-1,1,10.0,440,12,None,,1,1,3.7,1.0,1,David,1.5,27,0,60.1,269,16,80,False,593.4,83,15,2160,,2021-10-26T22:00:11.833421Z,44,0,0,None,0,,154561.jpg,4.0,0,78,Raya Martin,4.6,False,None,a,3,94,0.0,574,52,95,1150280,0,1076857,0,0.3,21.6,Raya,1
3,5,268,0,100,8,174932,None,,0,0,0,0,283.6,149,95,5,,1,3,-0.5,1.0,3,Sergi,1.5,36,3,111.0,130,76,81,False,386.4,190,72,2077,Suspended until 13 Aug,2022-05-23T11:00:07.467170Z,55,1,0,None,0,,174932.jpg,2.6,1,0,Canós,1.0,False,None,s,3,94,439.0,102,55,81,419588,0,455260,0,0.3,14.7,Canós,6
0,0,27,100,100,0,183656,None,,0,0,-2,2,41.2,370,184,None,,0,3,0.5,0.5,1,Pelenda Joshua,1.0,6,0,10.0,431,193,82,False,30.2,452,196,250,,2022-04-01T13:30:14.052686Z,53,0,0,4,0,,183656.jpg,0.8,1,0,Dasilva,0.0,False,None,a,3,94,30.0,387,189,7,1242,0,2380,0,0.2,1.3,Dasilva,0
0,4,453,100,100,9,194010,None,,0,0,0,0,325.4,129,26,None,,1,2,4.5,4.0,2,Rico,4.5,41,3,101.0,156,37,83,False,451.0,150,59,2775,,2022-01-14T14:30:11.680538Z,45,0,0,None,0,,194010.jpg,3.2,0,0,Henry,1.2,False,None,a,3,94,235.0,186,36,108,303575,0,276061,0,1.0,24.0,Henry,2
0,8,343,100,100,9,204580,4,,0,0,-1,1,331.1,124,83,None,,2,3,1.0,1.0,2,Vitaly,1.5,37,4,119.0,113,67,84,False,460.6,144,55,2295,,2022-02-10T01:00:14.804449Z,49,0,0,None,0,,204580.jpg,2.9,0,0,Janelt,0.2,False,None,a,3,94,400.0,113,63,90,60062,0,51191,0,0.3,18.4,Janelt,3
2,0,115,100,0,1,205836,5,,0,0,-3,3,96.3,297,161,4,,0,3,0.0,0.0,0,Saman,0.0,4,1,36.0,343,151,85,False,128.4,369,155,524,,2022-04-28T17:30:20.401321Z,52,0,0,None,0,,205836.jpg,1.8,0,0,Ghoddos,0.0,False,None,a,3,94,133.0,264,137,30,3276,0,6067,0,0.0,5.8,Ghoddos,2
1,2,246,100,100,3,207283,2,,0,0,-1,1,540.6,51,36,None,,0,3,1.7,1.0,1,Mathias,1.5,30,0,99.3,162,91,86,False,253.2,274,113,1590,,2022-02-19T20:00:13.551577Z,49,0,0,None,0,,207283.jpg,1.7,0,0,Jensen,0.0,False,None,a,3,94,198.0,216,117,54,14419,0,15054,0,0.3,11.0,Jensen,0
0,0,64,0,0,1,213687,None,,0,0,-1,1,82.7,310,96,None,,0,2,0.0,0.0,0,Charlie,0.0,6,0,16.0,411,153,87,False,54.8,423,160,448,Joined Sheffield United on loan until the end of the season - Expected back 01 Jul,2021-12-22T23:30:17.959237Z,39,0,0,None,0,,213687.jpg,1.7,0,0,Goode,1.1,False,None,u,3,94,24.0,392,146,10,341735,0,373901,0,0.0,2.6,Goode,3
1,0,35,0,0,0,216620,None,,0,0,-2,2,12.5,427,56,None,,0,4,0.0,0.0,0,Marcus,0.0,4,0,8.7,441,55,88,False,20.8,465,55,203,Joined Hull City on loan until the end of the season - Expected back 01 Jul,2022-01-31T23:30:19.239414Z,53,0,0,None,0,,216620.jpg,1.6,0,0,Forss,0.1,False,None,u,3,94,55.0,352,54,11,25518,0,35389,0,0.0,2.1,Forss,0
1,4,170,100,100,1,226956,None,,0,0,-4,4,125.8,267,77,None,,1,2,1.7,0.0,0,Mads,0.5,27,1,40.8,327,115,89,False,200.2,313,122,1232,,2021-12-27T17:30:14.481372Z,41,0,0,None,0,,226956.jpg,2.0,0,0,Roerslev Rasmussen,0.2,False,None,a,3,94,81.0,321,104,41,28459,0,21369,0,0.1,10.0,Roerslev,1
0,1,139,100,100,2,228044,None,,0,0,-2,2,89.7,300,92,None,,0,2,2.3,0.5,3,Mads,1.0,14,0,26.1,381,135,90,False,127.6,370,145,833,,2021-08-25T08:00:07.948174Z,43,0,0,None,0,,228044.jpg,2.0,0,0,Bech Sørensen,0.1,False,None,a,3,94,44.0,369,134,22,3881,0,9990,0,0.2,5.1,Sørensen,3
1,7,517,100,0,7,231065,None,,0,0,-1,1,151.7,239,64,None,,1,2,0.0,0.0,0,Ethan,0.0,43,1,113.5,124,24,91,False,648.8,66,23,2694,,2022-04-16T23:00:18.944099Z,44,0,0,None,0,,231065.jpg,2.8,0,0,Pinnock,2.7,False,None,a,3,94,335.0,132,16,90,858922,0,846137,0,0.0,20.5,Pinnock,1
0,0,0,0,0,0,235448,None,,0,0,0,0,0.0,543,41,None,,0,1,0.0,0.0,0,Ellery,0.0,0,0,0.0,560,61,92,False,0.0,555,61,0,Season long loan to Burton Albion,2021-07-08T07:34:45.360782Z,40,0,0,None,0,,235448.jpg,0.0,0,0,Balcombe,0.0,False,None,u,3,94,0.0,510,26,0,0,0,781,0,0.0,0.0,Balcombe,0
0,0,0,0,0,0,420922,None,,0,0,-1,1,0.0,603,234,None,,0,3,0.0,0.0,0,Jan,0.0,0,0,0.0,612,232,93,False,0.0,608,230,0,Transferred to Viborg,2022-01-13T08:59:29.431624Z,44,0,0,None,0,,420922.jpg,0.0,0,0,Zamburek,0.5,False,None,u,3,94,0.0,581,230,0,68354,0,96435,0,0.0,0.0,Zamburek,0
0,0,0,0,0,0,434024,None,,0,0,-1,1,0.0,515,27,None,,0,1,0.0,0.0,0,Patrik,0.0,0,0,0.0,537,52,94,False,0.0,532,52,0,Transferred to Viking Fotballklubb,2022-01-31T15:30:11.481244Z,39,0,0,None,0,,434024.jpg,0.0,0,0,Gunnarsson,1.1,False,None,u,3,94,0.0,482,12,0,158906,0,177498,0,0.0,0.0,Gunnarsson,0
0,0,0,0,0,0,434662,None,,0,0,-1,1,0.0,720,93,None,,0,4,0.0,0.0,0,Halil,0.0,0,0,0.0,723,93,95,False,0.0,723,93,0,Season-long loan to Galatasaray,2021-09-03T10:39:05.211891Z,54,0,0,None,0,,434662.jpg,0.0,0,0,Dervişoğlu,0.0,False,None,u,3,94,0.0,718,93,0,1259,0,4389,0,0.0,0.0,Dervişoğlu,0
7,6,310,100,100,9,446008,3,,0,0,-3,3,520.6,59,43,3,,1,3,2.0,1.5,2,Bryan,2.0,47,4,193.7,37,24,96,False,459.8,147,57,2905,,2022-02-05T20:30:16.333805Z,52,0,0,2,0,,446008.jpg,3.4,0,0,Mbeumo,1.9,False,None,a,3,94,967.0,20,12,119,843273,0,783204,0,0.4,22.9,Mbeumo,4
0,0,11,0,0,0,481405,None,,0,0,-1,1,0.7,478,222,None,,0,3,0.0,0.0,0,Mads,0.0,0,0,0.8,504,220,97,False,6.6,489,211,36,Joined FC Nordsjælland on loan until the end of the season - Expected back 01 Jul,2022-01-31T13:00:12.379514Z,44,0,0,None,0,,481405.jpg,1.0,0,0,Bidstrup,0.1,False,None,u,3,94,0.0,590,238,4,7635,0,11427,0,0.0,0.9,Bidstrup,0
2,0,117,100,75,3,428580,None,,0,0,-1,1,73.5,322,171,None,,0,3,-0.4,-0.4,0,Frank,0.0,19,0,33.7,351,156,479,False,93.0,394,165,1040,,2022-04-08T15:30:12.332287Z,49,0,0,None,0,,428580.jpg,1.8,0,0,Onyeka,0.1,False,None,a,3,94,174.0,234,122,35,13501,0,17263,0,0.0,7.1,Onyeka,4
3,5,384,100,100,8,191866,None,,0,0,-1,1,124.2,268,78,None,,1,2,3.0,-0.5,1,Kristoffer,0.0,32,1,70.0,249,80,483,False,390.0,188,80,1995,,2022-03-06T00:00:12.514580Z,44,0,0,None,0,,191866.jpg,3.4,0,0,Ajer,0.7,False,None,a,3,94,184.0,226,57,81,136468,0,136461,0,0.0,18.4,Ajer,5
0,0,12,0,0,0,232247,None,,0,0,-1,1,1.2,466,173,None,,0,2,0.0,0.0,0,Dominic,0.0,3,0,2.3,485,177,498,False,15.8,474,177,146,Joined Ipswich Town on loan until the end of the season - Expected back 01 Jul,2022-01-27T23:00:14.318228Z,44,0,0,None,0,,232247.jpg,1.5,0,0,Thompson,0.0,False,None,u,3,94,6.0,437,164,3,2586,0,5329,0,0.0,0.7,Thompson,0
0,2,120,100,100,2,432160,None,,0,0,-1,1,120.8,270,151,None,,0,3,-0.3,0.0,1,Shandon,0.5,15,1,40.3,328,146,499,False,139.0,364,152,898,,2021-10-03T23:00:17.188231Z,49,0,0,None,0,,432160.jpg,1.6,1,0,Baptiste,0.0,False,None,a,3,94,145.0,247,129,35,8990,0,10458,0,0.1,7.1,Baptiste,0
2,6,277,100,100,3,216646,None,,0,0,-3,3,133.1,258,147,None,,0,3,4.7,8.0,6,Yoane,8.5,22,7,87.6,199,101,524,False,348.0,213,83,1268,,2022-02-05T20:30:17.532952Z,57,0,0,None,0,,216646.jpg,3.1,0,0,Wissa,0.3,False,None,a,3,94,402.0,112,62,92,38811,0,24374,0,1.5,16.1,Wissa,0
0,2,218,None,None,1,240796,None,,0,0,0,0,0.0,647,74,None,,0,1,-0.5,-0.5,0,Álvaro,0.0,24,0,35.2,345,21,556,False,353.2,209,21,1080,,None,45,1,0,None,0,,240796.jpg,2.6,0,49,Fernández,0.4,False,None,a,3,94,0.0,634,66,31,164504,0,139409,0,0.0,6.9,Fernández,0
0,0,4,None,None,0,450550,None,,0,0,-1,1,10.3,437,163,None,,0,2,-0.5,-0.5,0,Finley,0.0,0,0,2.1,486,178,569,False,8.6,485,180,14,,None,39,0,0,None,0,,450550.jpg,1.0,0,0,Stevens,0.3,False,None,a,3,94,2.0,447,170,1,51209,0,36328,0,0.0,0.3,Stevens,0
0,0,84,100,0,1,48760,None,,0,0,0,0,44.9,363,132,None,,0,2,0.0,0.0,0,Mathias,0.0,10,1,21.1,401,147,594,False,108.6,384,150,516,,2022-04-16T23:00:19.440342Z,45,0,0,None,0,,48760.jpg,2.2,0,0,Jorgensen,0.0,False,None,a,3,94,57.0,350,121,18,11291,0,11401,0,0.0,4.0,Zanka,2
0,0,0,None,None,0,220695,None,,0,0,0,0,0.0,638,251,None,,0,3,-0.5,-0.5,0,Paris,0.0,0,0,0.0,644,250,614,False,0.0,641,248,0,,None,45,0,0,None,0,,220695.jpg,0.0,0,0,Maghoma,0.0,False,None,a,3,94,0.0,624,249,0,2427,0,2081,0,0.0,0.0,Maghoma,0
0,0,0,None,None,0,503300,None,,0,0,0,0,0.0,576,49,None,,0,1,-0.5,-0.5,0,Matthew,0.0,0,0,0.0,592,69,619,False,0.0,587,69,0,,None,40,0,0,None,0,,503300.jpg,0.0,0,0,Cox,0.1,False,None,a,3,94,0.0,544,34,0,144586,0,140838,0,0.0,0.0,Cox,0
0,0,0,None,None,0,461558,None,,0,0,0,0,0.0,668,270,None,,0,3,-0.5,-0.5,0,Maxwell,0.0,0,0,0.0,672,268,628,False,0.0,670,267,0,,None,45,0,0,None,0,,461558.jpg,0.0,0,0,Haygarth,0.0,False,None,a,3,94,0.0,655,268,0,736,0,650,0,0.0,0.0,Haygarth,0
0,0,2,None,None,0,460029,None,,0,0,0,0,0.0,663,80,None,,0,4,-0.3,-0.5,0,Nathan,0.0,0,0,0.0,668,79,640,False,0.0,666,78,3,,None,45,0,0,None,0,,460029.jpg,1.0,0,0,Young-Coombes,1.1,False,None,a,3,94,0.0,651,78,1,210758,0,119029,0,0.0,0.2,Young-Coombes,0
0,0,0,None,None,0,450539,None,,0,0,0,0,0.0,661,265,None,,0,3,-0.5,-0.5,0,Myles,0.0,0,0,0.0,666,264,662,False,0.0,664,263,0,,None,45,0,0,None,0,,450539.jpg,0.0,0,0,Peart-Harris,0.0,False,None,a,3,94,0.0,649,264,0,1226,0,1062,0,0.0,0.0,Peart-Harris,0
0,0,21,None,None,0,57513,None,,0,0,0,0,0.0,615,67,None,,0,1,-0.5,-0.5,0,Jonas,0.0,5,0,1.6,495,41,673,False,15.4,475,41,180,,None,45,0,0,None,0,,57513.jpg,1.0,0,2,Lössl,0.0,False,None,a,3,94,0.0,597,58,2,1482,0,1122,0,0.0,0.4,Lössl,0
4,2,221,100,100,4,80607,1,,0,0,1,-1,482.4,71,54,2,,0,3,3.5,3.0,2,Christian,3.5,10,1,95.8,177,96,699,False,285.6,255,105,938,,2022-02-08T14:00:16.270820Z,56,0,0,None,0,,80607.jpg,3.9,0,0,Eriksen,1.8,False,None,a,3,94,192.0,220,119,43,258104,0,99005,0,0.6,7.7,Eriksen,1
0,0,0,None,None,0,121570,None,,0,0,0,0,0.0,528,195,None,,0,2,-0.5,-0.5,0,Julian,0.0,0,0,0.0,546,196,722,False,0.0,541,196,0,,None,40,0,0,None,0,,121570.jpg,0.0,0,0,Jeanvier,0.0,False,None,a,3,94,0.0,495,188,0,448,0,201,0,0.0,0.0,Jeanvier,0
1,0,240,100,100,6,39155,None,,0,0,-2,2,162.9,232,136,None,,0,3,0.2,0.5,0,Adam,0.5,20,0,54.6,292,130,53,False,209.4,306,127,1559,,2022-03-13T01:00:20.491527Z,53,0,0,None,0,,39155.jpg,1.8,0,0,Lallana,0.1,False,None,a,4,36,173.0,235,123,44,25642,0,39007,0,0.1,8.3,Lallana,4
